Product Name,Brands,Prices,Description,Reviews,remove,After comma,RAM,ROM,display,camera,Battery,Processor,
"Motorola Edge 50 Ultra 5G (Peach Fuzz, 512 GB)",Motorola,"49,999",12 GB RAM | 512 GB ROM | 17.02 cm (6.7 inch) Display | 50MP + 50MP + 64MP | 50MP Front Camera | 4500 mAh Battery | 8s Gen 3 Mobile Platform Processor | 1 Year on Handset and 6 Months on Accessories,4.3,12 GB RAM  512 GB ROM  17.02 cm (6.7 inch) Display  50MP + 50MP + 64MP  50MP Front Camera  4500 mAh Battery  8s Gen 3 Mobile Platform Processor  1 Year on Handset and 6 Months on Accessories,"12 GB RAM,  512 GB ROM,  17.02 cm (6.7 inch) Display,  50MP + 50MP + 64MP  50MP Front Camera,  4500 mAh Battery,  8s Gen 3 Mobile Platform Processor,  1 Year on Handset and 6 Months on Accessories",12 GB RAM,512 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 64MP  50MP Front Camera,4500 mAh Battery,8s Gen 3 Mobile Platform Processor,
"Honor 200 Pro 5G (Ocean Cyan, 512 GB)",Honor,"39,999",12 GB RAM | 512 GB ROM | 17.22 cm (6.78 inch) Full HD+ Super AMOLED Display | 50MP + 50MP + 12MP | 50MP Front Camera | 5200 mAh Battery | Snapdragon 8s Gen 3 Processor | 1 year manufacturer's warranty for handset & 6 months for accessories,4,12 GB RAM  512 GB ROM  17.22 cm (6.78 inch) Full HD+ Super AMOLED Display  50MP + 50MP + 12MP  50MP Front Camera  5200 mAh Battery  Snapdragon 8s Gen 3 Processor  1 year manufacturer's warranty for handset & 6 months for accessories,"12 GB RAM,  512 GB ROM,  17.22 cm (6.78 inch) Full HD+ Super AMOLED Display,  50MP + 50MP + 12MP  50MP Front Camera,  5200 mAh Battery,  Snapdragon 8s Gen 3 Processor,  1 year manufacturer's warranty for handset & 6 months for accessories",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
"SAMSUNG Galaxy S24 5G (Marble Gray, 128 GB)",SAMSUNG,"44,999",8 GB RAM | 128 GB ROM | 15.75 cm (6.2 inch) Full HD+ Display | 50MP + 10MP + 12MP | 12MP Front Camera | 4000 mAh Battery  | Exynos 2400 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6,8 GB RAM  128 GB ROM  15.75 cm (6.2 inch) Full HD+ Display  50MP + 10MP + 12MP  12MP Front Camera  4000 mAh Battery   Exynos 2400 Processor  1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"8 GB RAM,  128 GB ROM,  15.75 cm (6.2 inch) Full HD+ Display,  50MP + 10MP + 12MP  12MP Front Camera,  4000 mAh Battery,   Exynos 2400 Processor,  1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",8 GB RAM,128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP  12MP Front Camera,4000 mAh Battery,Exynos 2400 Processor,
"SAMSUNG Galaxy S24 FE 5G (Mint, 128 GB)",SAMSUNG,"44,999",8 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera | 4700 mAh Battery | Exynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.5,8 GB RAM  128 GB ROM  17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP  10MP Front Camera  4700 mAh Battery  Exynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"8 GB RAM,  128 GB ROM,  17.02 cm (6.7 inch) Full HD+ Display,50MP + 12MP  10MP Front Camera,  4700 mAh Battery,  Exynos 2400e Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",8 GB RAM,128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 12MP  10MP Front Camera,4700 mAh Battery,Exynos 2400e Processor,
"SAMSUNG Galaxy A55 5G (Awesome Iceblue, 256 GB)",SAMSUNG,"48,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3,12 GB RAM  256 GB ROM  Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP  32MP Front Camera5000 mAh BatteryExynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"12 GB RAM,  256 GB ROM,  Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP  32MP Front Camera,5000 mAh Battery,Exynos 1480 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",12 GB RAM,256 GB ROM,Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP  32MP Front Camera,5000 mAh Battery,Exynos 1480 Processor,
"vivo V30 Pro 5G (Andaman Blue, 512 GB)",vivo,"39,999",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5,12 GB RAM  512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP  50MP Front Camera5000 mAh BatteryDimensity 8200 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"12 GB RAM,  512 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP + 50MP  50MP Front Camera,5000 mAh Battery,Dimensity 8200 5G Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",12 GB RAM,512 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP + 50MP  50MP Front Camera,5000 mAh Battery,Dimensity 8200 5G Processor,
"SAMSUNG Galaxy S23 5G (Green, 256 GB)",SAMSUNG,"49,999",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.6,8 GB RAM  256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP  12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"8 GB RAM,  256 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,50MP + 10MP + 12MP  12MP Front Camera,3900 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",8 GB RAM,256 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,50MP + 10MP + 12MP  12MP Front Camera,3900 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 2 Processor,
"SAMSUNG Galaxy A55 5G (Awesome Iceblue, 256 GB)",SAMSUNG,"27,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4,8 GB RAM  256 GB ROM  Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP  32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"8 GB RAM,  256 GB ROM,  Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP  32MP Front Camera,5000 mAh Battery,Samsung Exynos 1480 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",8 GB RAM,256 GB ROM,Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP  32MP Front Camera,5000 mAh Battery,Samsung Exynos 1480 Processor,
"OnePlus 10 Pro 5G (Volcanic Black, 128 GB)",OnePlus,"36,990",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera | 32MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.2,8 GB RAM  128 GB ROM17.02 cm (6.7 inch) Display48MP Rear Camera  32MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,"8 GB RAM,  128 GB ROM,17.02 cm (6.7 inch) Display,48MP Rear Camera,  32MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories",8 GB RAM,128 GB ROM,17.02 cm (6.7 inch) Display,32MP Front Camera,32MP Front Camera,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,
"Apple iPhone 13 (Blue, 128 GB)",Apple,"44,999",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP  12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,"128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP  12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.",128 GB ROM,128 GB ROM,12MP + 12MP  12MP Front Camera,12MP + 12MP  12MP Front Camera,1 year warranty for phone and 1 year warranty for in Box Accessories.,#VALUE!,
"Apple iPhone 12 (Blue, 128 GB)",Apple,"49,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP  12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.","128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP  12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display,12MP TrueDepth Front Camera, with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",128 GB ROM,128 GB ROM,12MP + 12MP  12MP Front Camera,12MP + 12MP  12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,12MP TrueDepth Front Camera,
"IQOO 12 5G (Alpha, 256 GB)",IQOO,"53,999",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh Battery1 Year Brand Warranty,4.6,12 GB RAM  256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh Battery1 Year Brand Warranty,"12 GB RAM,  256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty",12 GB RAM,256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty,
"Google Pixel 8a (Obsidian, 128 GB)",Google,"37,999",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP + 13MP | 13MP Front Camera4404 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,4.3,8 GB RAM  128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP + 13MP  13MP Front Camera4404 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,"8 GB RAM,  128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,64MP + 13MP  13MP Front Camera,4404 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty",8 GB RAM,128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,64MP + 13MP  13MP Front Camera,4404 mAh Battery,Tensor G3 Processor,
"OPPO Reno10 Pro 5G (Glossy Purple, 256 GB)",OPPO,"29,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 32MP + 8MP | 32MP Front Camera4600 mAh BatterySnapdragon 778G 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,12 GB RAM  256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 32MP + 8MP  32MP Front Camera4600 mAh BatterySnapdragon 778G 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"12 GB RAM,  256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 32MP + 8MP  32MP Front Camera,4600 mAh Battery,Snapdragon 778G 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",12 GB RAM,256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 32MP + 8MP  32MP Front Camera,4600 mAh Battery,Snapdragon 778G 5G Processor,
"vivo V40 5G (Lotus Purple, 256 GB)",vivo,"37,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5,8 GB RAM  256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP  50MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"8 GB RAM,  256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP  50MP Front Camera,5500 mAh Battery,Snapdragon 7 Gen 3 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories",8 GB RAM,256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP  50MP Front Camera,5500 mAh Battery,Snapdragon 7 Gen 3 Processor,
"Apple iPhone 14 (Starlight, 128 GB)",Apple,"54,999","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP  12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP  12MP Front Camera,A15 Bionic Chip, 6 Core Processor, Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.",128 GB ROM,128 GB ROM,12MP + 12MP  12MP Front Camera,12MP + 12MP  12MP Front Camera,6 Core Processor,Processor,
"IQOO 12 5G (Alpha, 512 GB)",IQOO,"49,890",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh Battery1 Year Brand Warranty,4.4,16 GB RAM  512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh Battery1 Year Brand Warranty,"16 GB RAM,  512 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty",16 GB RAM,512 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty,
"SAMSUNG Galaxy A55 5G (Awesome Navy, 256 GB)",SAMSUNG,"34,995",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3,12 GB RAM  256 GB ROM  Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP  32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"12 GB RAM,  256 GB ROM,  Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP  32MP Front Camera,5000 mAh Battery,Samsung Exynos 1480 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",12 GB RAM,256 GB ROM,Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display,50MP + 12MP + 5MP  32MP Front Camera,5000 mAh Battery,Samsung Exynos 1480 Processor,
"SAMSUNG Galaxy S23 5G (Phantom Black, 128 GB)",SAMSUNG,"44,999",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.6,8 GB RAM  128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP  12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"8 GB RAM,  128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,50MP + 10MP + 12MP  12MP Front Camera,3900 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",8 GB RAM,128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,50MP + 10MP + 12MP  12MP Front Camera,3900 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 2 Processor,
"SAMSUNG Galaxy A36 5G (Awesome Black, 256 GB)",SAMSUNG,"36,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2,12 GB RAM  256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP  12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"12 GB RAM,  256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP  12MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 6 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",12 GB RAM,256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP  12MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 6 Gen 3 Processor,
"Google Pixel 9A (Obsidian, 256 GB)",Google,"49,999",8 GB RAM | 256 GB ROM15.96 cm (6.285 inch) Full HD+ Display48MP + 12MP | 12MP Front Camera5100 mAh BatteryTensor G4 Processor1 Year Domestic Warranty,4.5,8 GB RAM  256 GB ROM15.96 cm (6.285 inch) Full HD+ Display48MP + 12MP  12MP Front Camera5100 mAh BatteryTensor G4 Processor1 Year Domestic Warranty,"8 GB RAM,  256 GB ROM,15.96 cm (6.285 inch) Full HD+ Display,48MP + 12MP  12MP Front Camera,5100 mAh Battery,Tensor G4 Processor,1 Year Domestic Warranty",8 GB RAM,256 GB ROM,15.96 cm (6.285 inch) Full HD+ Display,48MP + 12MP  12MP Front Camera,5100 mAh Battery,Tensor G4 Processor,
"vivo V30 5G (Classic Black, 256 GB)",vivo,"34,990",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5,12 GB RAM  256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP  50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"12 GB RAM,  256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP  50MP Front Camera,5000 mAh Battery,7 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",12 GB RAM,256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP  50MP Front Camera,5000 mAh Battery,7 Gen 3 Processor,
"Honor 200 Pro 5G (Black, 512 GB)",Honor,"38,000",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Super AMOLED Display50MP + 50MP + 12MP | 50MP Front Camera5200 mAh BatterySnapdragon 8s Gen 3 Processor1 year manufacturer's warranty for handset & 6 months for accessories,4,12 GB RAM  512 GB ROM17.22 cm (6.78 inch) Full HD+ Super AMOLED Display50MP + 50MP + 12MP  50MP Front Camera5200 mAh BatterySnapdragon 8s Gen 3 Processor1 year manufacturer's warranty for handset & 6 months for accessories,"12 GB RAM,  512 GB ROM,17.22 cm (6.78 inch) Full HD+ Super AMOLED Display,50MP + 50MP + 12MP  50MP Front Camera,5200 mAh Battery,Snapdragon 8s Gen 3 Processor,1 year manufacturer's warranty for handset & 6 months for accessories",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
"IQOO NEO9 PRO (Fiery Red, 128 GB)",IQOO,"34,227",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,4.5,8 GB RAM  128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year,"8 GB RAM,  128 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5160 mAh Battery,1 Year",8 GB RAM,128 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5160 mAh Battery,1 Year,
"Apple iPhone 14 (Midnight, 128 GB)",Apple,"54,999","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP  12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP  12MP Front Camera,A15 Bionic Chip, 6 Core Processor, Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.",128 GB ROM,128 GB ROM,12MP + 12MP  12MP Front Camera,12MP + 12MP  12MP Front Camera,6 Core Processor,Processor,
"OnePlus 11 5G (Eternal Green, 128 GB)",OnePlus,"35,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Batterydomestic warranty of 12 months on phone & 6 months on accessories,4.4,8 GB RAM  128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera  16MP Front Camera5000 mAh Batterydomestic warranty of 12 months on phone & 6 months on accessories,"8 GB RAM,  128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,  16MP Front Camera,5000 mAh Battery,domestic warranty of 12 months on phone & 6 months on accessories",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
"vivo V40 5G (Ganges Blue, 512 GB)",vivo,"42,999",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.6,12 GB RAM  512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP  50MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"12 GB RAM,  512 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP  50MP Front Camera,5500 mAh Battery,Snapdragon 7 Gen 3 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories",12 GB RAM,512 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 50MP  50MP Front Camera,5500 mAh Battery,Snapdragon 7 Gen 3 Processor,
"POCO F6 5G (Black, 512 GB)",POCO,"33,999",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP Front Camera5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,12 GB RAM  512 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP  20MP Front Camera5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"12 GB RAM,  512 GB ROM,16.94 cm (6.67 inch) Display,50MP (OIS) + 8MP  20MP Front Camera,5000 mAh Battery,8s Gen3 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",12 GB RAM,512 GB ROM,16.94 cm (6.67 inch) Display,50MP (OIS) + 8MP  20MP Front Camera,5000 mAh Battery,8s Gen3 Processor,
"SAMSUNG Galaxy A54 5G (Awesome Lime, 256 GB)",SAMSUNG,"37,499","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",4.3,"8 GB RAM  256 GB ROM  Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP  32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories","8 GB RAM,  256 GB ROM,  Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display,50MP + 12MP + 5MP  32MP Front Camera,5000 mAh Battery,Exynos 1380, Octa Core Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",8 GB RAM,256 GB ROM,Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display,50MP + 12MP + 5MP  32MP Front Camera,5000 mAh Battery,Exynos 1380,
"Google Pixel 8a (Porcelain, 128 GB)",Google,"37,999",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP + 13MP | 13MP Front Camera4404 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,4.3,8 GB RAM  128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP + 13MP  13MP Front Camera4404 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,"8 GB RAM,  128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,64MP + 13MP  13MP Front Camera,4404 mAh Battery,Tensor G3 Processor,1 Year Domestic Warranty",8 GB RAM,128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,64MP + 13MP  13MP Front Camera,4404 mAh Battery,Tensor G3 Processor,
